0.6687,0.7610,0.4903,0.6048,0.7313,0.8588,0.4099,0.5158,0.6476,0.7745,0.3392,0.4291,0.5236,0.6322,0.2664,0.3317,0.3986,0.4674,0.2297,0.2662,0.3041,0.3453,0.1997,0.2458,0.1946,0.9587,0.8850,0.5328,0.7845,0.9168,1.0000,0.9605,0.8529,0.7143,0.9379,0.9005,0.7856,0.6398,0.7759,0.7507,0.6628,0.5408,0.5700,0.5627,0.5083,0.4260,0.4038,0.4063,0.3868,0.3434,0.3002,0.2694,0.2299,0.3807,0.2896,0.2170
0.6330,0.6809,0.4350,0.5159,0.6138,0.7313,0.3587,0.4266,0.5250,0.6346,0.2966,0.3532,0.4179,0.5126,0.2338,0.2754,0.3221,0.3829,0.2070,0.2299,0.2580,0.2981,0.1864,0.2246,0.1903,0.8556,0.7671,0.4638,0.8405,0.9469,0.9605,1.0000,0.9598,0.8554,0.8891,0.9425,0.9014,0.7865,0.7358,0.7911,0.7681,0.6735,0.5454,0.5969,0.5929,0.5338,0.3947,0.4322,0.4433,0.4195,0.3202,0.3168,0.2546,0.3448,0.2792,0.2236
0.5923,0.5953,0.3935,0.4401,0.5039,0.5950,0.3229,0.3553,0.4170,0.4951,0.2680,0.2937,0.3275,0.3958,0.2126,0.2314,0.2561,0.2995,0.1919,0.2004,0.2160,0.2477,0.1771,0.2031,0.1865,0.7153,0.6176,0.3759,0.8598,0.9172,0.8529,0.9598,1.0000,0.9605,0.7714,0.8998,0.9501,0.9045,0.6368,0.7580,0.8166,0.7850,0.4775,0.5774,0.6361,0.6273,0.3583,0.4255,0.4739,0.4842,0.3239,0.3556,0.2728,0.2946,0.2589,0.2263
0.5678,0.5302,0.3822,0.3965,0.4262,0.4840,0.3164,0.3165,0.3441,0.3870,0.2649,0.2622,0.2679,0.3067,0.2120,0.2091,0.2128,0.2356,0.1929,0.1863,0.1881,0.2074,0.1792,0.1895,0.1894,0.5797,0.4793,0.2944,0.8478,0.8427,0.7143,0.8554,0.9605,1.0000,0.6251,0.7869,0.9119,0.9579,0.5130,0.6620,0.7884,0.8415,0.3898,0.5107,0.6212,0.6788,0.3078,0.3897,0.4703,0.5218,0.3137,0.3794,0.2849,0.2454,0.2374,0.2297
0.5003,0.6103,0.4026,0.5156,0.6475,0.7857,0.3638,0.4826,0.6387,0.8009,0.3293,0.4444,0.5786,0.7383,0.2834,0.3794,0.4899,0.6106,0.2685,0.3326,0.4050,0.4846,0.2551,0.3403,0.2657,0.8950,0.9417,0.7189,0.6026,0.7599,0.9379,0.8891,0.7714,0.6251,1.0000,0.9409,0.7912,0.6128,0.9365,0.8824,0.7422,0.5689,0.7709,0.7366,0.6295,0.4921,0.5851,0.5713,0.5157,0.4308,0.4304,0.3634,0.3230,0.5500,0.4199,0.3060
0.4737,0.5385,0.3500,0.4273,0.5263,0.6504,0.3099,0.3837,0.4954,0.6295,0.2792,0.3498,0.4382,0.5703,0.2404,0.3005,0.3751,0.4754,0.2345,0.2755,0.3281,0.4008,0.2319,0.3013,0.2555,0.7850,0.7935,0.6031,0.6646,0.8003,0.9005,0.9425,0.8998,0.7869,0.9409,1.0000,0.9416,0.7937,0.8774,0.9416,0.8904,0.7459,0.7269,0.7887,0.7581,0.6476,0.5641,0.6114,0.6055,0.5474,0.4610,0.4393,0.3619,0.4826,0.3970,0.3137
0.4521,0.4712,0.3215,0.3640,0.4253,0.5164,0.2825,0.3165,0.3830,0.4722,0.2544,0.2865,0.3314,0.4196,0.2198,0.2479,0.2871,0.3532,0.2179,0.2361,0.2657,0.3192,0.2201,0.2668,0.2496,0.6400,0.6131,0.4637,0.6980,0.7815,0.7856,0.9014,0.9501,0.9119,0.7912,0.9416,1.0000,0.9407,0.7301,0.8838,0.9494,0.8935,0.6095,0.7448,0.8130,0.7795,0.4935,0.5890,0.6459,0.6434,0.4605,0.4986,0.3890,0.3944,0.3588,0.3163
0.4493,0.4270,0.3272,0.3365,0.3616,0.4145,0.2900,0.2880,0.3147,0.3590,0.2628,0.2600,0.2680,0.3134,0.2281,0.2269,0.2347,0.2666,0.2259,0.2213,0.2280,0.2581,0.2274,0.2469,0.2557,0.5059,0.4559,0.3433,0.7024,0.7166,0.6398,0.7865,0.9045,0.9579,0.6128,0.7937,0.9407,1.0000,0.5563,0.7369,0.8920,0.9569,0.4683,0.6262,0.7695,0.8390,0.4024,0.5161,0.6235,0.6881,0.4341,0.5275,0.4035,0.3133,0.3202,0.3200
0.3511,0.4494,0.3201,0.4134,0.5240,0.6420,0.3175,0.4287,0.5782,0.7381,0.3184,0.4419,0.5920,0.7747,0.3038,0.4222,0.5658,0.7279,0.3181,0.4096,0.5177,0.6382,0.3309,0.4629,0.3670,0.7369,0.8787,0.8717,0.4282,0.5688,0.7759,0.7358,0.6368,0.5130,0.9365,0.8774,0.7301,0.5563,1.0000,0.9328,0.7689,0.5738,0.9362,0.8801,0.7312,0.5515,0.7842,0.7519,0.6578,0.5302,0.5967,0.4860,0.4530,0.7362,0.5864,0.4319
0.3360,0.3984,0.2779,0.3412,0.4239,0.5299,0.2685,0.3369,0.4428,0.5736,0.2666,0.3419,0.4396,0.5877,0.2535,0.3272,0.4228,0.5536,0.2727,0.3316,0.4089,0.5154,0.2950,0.4008,0.3466,0.6473,0.7359,0.7183,0.4827,0.6095,0.7507,0.7911,0.7580,0.6620,0.8824,0.9416,0.8838,0.7369,0.9328,1.0000,0.9343,0.7665,0.8743,0.9418,0.8875,0.7362,0.7462,0.8003,0.7735,0.6789,0.6335,0.5876,0.5038,0.6334,0.5447,0.4366
